Unnamed: 0,publishedAt,title,source,sentiment_score,Symbol,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,sentiment_score_normalized
0,2025-01-28,Remember When Nanotech Was the Next Big Thing?,"{'id': None, 'name': 'Gizmodo.com'}",4,AAPL,2025-01-28,230.8500061035156,240.19000244140625,230.80999755859375,238.2599945068359,75707600,0.0,0.0,0.4
1,2024-12-30,The US stock market will close on January 9 in remembrance of Jimmy Carter,"{'id': 'business-insider', 'name': 'Business Insider'}",5,AAPL,2024-12-30,252.22999572753903,253.5,250.75,252.1999969482422,35557500,0.0,0.0,0.5
2,2025-01-22,"Jamie Dimon sounds the alarm on stocks, says the market is looking 'kind of inflated'","{'id': 'business-insider', 'name': 'Business Insider'}",3,AAPL,2025-01-22,219.7899932861328,224.1199951171875,219.7899932861328,223.8300018310547,64126500,0.0,0.0,0.3
3,2025-01-27,Intel's former CEO says the market is getting DeepSeek wrong after AI chip stock rout,"{'id': 'business-insider', 'name': 'Business Insider'}",5,AAPL,2025-01-27,224.02000427246097,232.1499938964844,223.97999572753903,229.86000061035156,94863400,0.0,0.0,0.5
4,2024-12-30,'Due for a full-blown correction': Why one CIO expects a 15% stock-market pullback early in 2025 — and how to prepare,"{'id': 'business-insider', 'name': 'Business Insider'}",2,AAPL,2024-12-30,252.22999572753903,253.5,250.75,252.1999969482422,35557500,0.0,0.0,0.2
5,2025-01-23,"Walmart's multi-store managers can now make up to $620,000","{'id': 'business-insider', 'name': 'Business Insider'}",8,AAPL,2025-01-23,224.7400054931641,227.02999877929688,222.3000030517578,223.66000366210935,60234800,0.0,0.0,0.8
6,2025-01-03,"Watch the NVIDIA CES 2025 press conference live: Monday, 9:30PM ET","{'id': None, 'name': 'Yahoo Entertainment'}",5,AAPL,2025-01-03,243.36000061035156,244.17999267578125,241.88999938964844,243.36000061035156,40244100,0.0,0.0,0.5
7,2025-01-08,"Dow Jones Futures: Stock Market Sells Off As Nvidia, Palantir Tumble; What To Do Now","{'id': None, 'name': ""Investor's Business Daily""}",2,AAPL,2025-01-08,241.9199981689453,243.7100067138672,240.0500030517578,242.6999969482422,37628900,0.0,0.0,0.2
8,2025-01-27,U.S. stock markets tumble as investors worry about DeepSeek,"{'id': None, 'name': 'NPR'}",2,AAPL,2025-01-27,224.02000427246097,232.1499938964844,223.97999572753903,229.86000061035156,94863400,0.0,0.0,0.2
9,2025-01-29,Tech stocks stage partial recovery after market rout sparked by DeepSeek's rise,"{'id': 'business-insider', 'name': 'Business Insider'}",5,AAPL,2025-01-29,234.1199951171875,239.86000061035156,234.0099945068359,239.36000061035156,45375500,0.0,0.0,0.5
10,2025-01-21,Apple's China problems keep weighing on the stock,"{'id': 'business-insider', 'name': 'Business Insider'}",2,AAPL,2025-01-21,224.0,224.4199981689453,219.3800048828125,222.63999938964844,98070400,0.0,0.0,0.2
11,2025-01-27,"Stock market today: Nasdaq clobbered, S&P 500 tumbles as AI fears rock Nvidia, tech stocks","{'id': None, 'name': 'Yahoo Entertainment'}",2,AAPL,2025-01-27,224.02000427246097,232.1499938964844,223.97999572753903,229.86000061035156,94863400,0.0,0.0,0.2
12,2025-01-14,Worried About a Stock Market Crash? Here's What Warren Buffett Has to Say About It.,"{'id': None, 'name': 'Yahoo Entertainment'}",5,AAPL,2025-01-14,234.75,236.1199951171875,232.47000122070312,233.27999877929688,39435300,0.0,0.0,0.5
13,2025-01-10,"Stock market today: Dow, S&P 500, Nasdaq sink as jobs report blows past expectations","{'id': None, 'name': 'Yahoo Entertainment'}",4,AAPL,2025-01-10,240.0099945068359,240.16000366210935,233.0,236.8500061035156,61710900,0.0,0.0,0.4
14,2024-12-31,Dow Jones Futures: Stock Market Ends 2024 On Weak Note; Tesla Deliveries Due,"{'id': None, 'name': ""Investor's Business Daily""}",5,AAPL,2024-12-31,252.44000244140625,253.27999877929688,249.42999267578125,250.4199981689453,39480700,0.0,0.0,0.5
15,2025-01-10,"Stock market today: Dow, S&P 500, Nasdaq sell off amid jobs report surprise, inflation worries","{'id': None, 'name': 'Yahoo Entertainment'}",2,AAPL,2025-01-10,240.0099945068359,240.16000366210935,233.0,236.8500061035156,61710900,0.0,0.0,0.2
17,2025-01-03,Newmont Corporation (NEM) Stock Declines While Market Improves: Some Information for Investors,"{'id': None, 'name': 'Yahoo Entertainment'}",2,AAPL,2025-01-03,243.36000061035156,244.17999267578125,241.88999938964844,243.36000061035156,40244100,0.0,0.0,0.2
18,2025-01-15,Honor’s Magic 7 Pro looks flagship through and through,"{'id': 'the-verge', 'name': 'The Verge'}",7,AAPL,2025-01-15,234.63999938964844,238.9600067138672,234.42999267578125,237.8699951171875,39832000,0.0,0.0,0.7
19,2025-01-03,3 US Dividend Stocks With Up To 4.8% Yield To Enhance Your Portfolio,"{'id': None, 'name': 'Yahoo Entertainment'}",8,AAPL,2025-01-03,243.36000061035156,244.17999267578125,241.88999938964844,243.36000061035156,40244100,0.0,0.0,0.8
20,2025-01-28,DeepSeek AI is crushing the competition and triggering an AI stock bloodbath,"{'id': None, 'name': 'Android Central'}",3,AAPL,2025-01-28,230.8500061035156,240.19000244140625,230.80999755859375,238.2599945068359,75707600,0.0,0.0,0.3
21,2025-01-07,"Fresh job market data, Nvidia falls from record highs: Catalysts","{'id': None, 'name': 'Yahoo Entertainment'}",5,AAPL,2025-01-07,242.97999572753903,245.5500030517578,241.3500061035156,242.2100067138672,40856000,0.0,0.0,0.5
22,2024-12-31,"35-Year-Old Dividend Investor Hits Nearly $1,000 Per Month, Shares His 10 Stock Picks – 'I'm Quite Happy With That'","{'id': None, 'name': 'Yahoo Entertainment'}",7,AAPL,2024-12-31,252.44000244140625,253.27999877929688,249.42999267578125,250.4199981689453,39480700,0.0,0.0,0.7
23,2025-01-21,"Retired Dividend Investor Earning $5,000 Per Month on $320K Investment Shares His 5 Stock Picks – 'I'm Not Your Conventional Investor'","{'id': None, 'name': 'Yahoo Entertainment'}",6,AAPL,2025-01-21,224.0,224.4199981689453,219.3800048828125,222.63999938964844,98070400,0.0,0.0,0.6
25,2025-01-02,"3 Ultra-Safe Vanguard ETFs to Buy, Even If There's a Stock Market Sell-Off in 2025","{'id': None, 'name': 'Yahoo Entertainment'}",7,AAPL,2025-01-02,248.92999267578125,249.1000061035156,241.82000732421875,243.8500061035156,55740700,0.0,0.0,0.7
26,2025-01-13,"Stock market today: Dow revives as Nasdaq, S&P 500 slide amid cratered hopes for 2025 rate cuts","{'id': None, 'name': 'Yahoo Entertainment'}",5,AAPL,2025-01-13,233.52999877929688,234.6699981689453,229.72000122070312,234.3999938964844,49630700,0.0,0.0,0.5
27,2025-01-10,"Stock market today: Dow, S&P 500, Nasdaq sell off amid jobs report surprise, fresh inflation worries","{'id': None, 'name': 'Yahoo Entertainment'}",2,AAPL,2025-01-10,240.0099945068359,240.16000366210935,233.0,236.8500061035156,61710900,0.0,0.0,0.2
28,2025-01-16,Masayoshi Son Bet Billions on the iPhone—3 Years Before It Existed,"{'id': 'wired', 'name': 'Wired'}",7,AAPL,2025-01-16,237.3500061035156,238.0099945068359,228.02999877929688,228.2599945068359,71759100,0.0,0.0,0.7
29,2025-01-23,Nvidia’s GeForce RTX 5090 Review: A Video Card With AI,"{'id': 'wired', 'name': 'Wired'}",5,AAPL,2025-01-23,224.7400054931641,227.02999877929688,222.3000030517578,223.66000366210935,60234800,0.0,0.0,0.5
30,2025-01-29,Should Value Investors Buy Concrete Pumping Holdings (BBCP) Stock?,"{'id': None, 'name': 'Yahoo Entertainment'}",5,AAPL,2025-01-29,234.1199951171875,239.86000061035156,234.0099945068359,239.36000061035156,45375500,0.0,0.0,0.5
31,2025-01-02,Tesla Sales Drop for First Time in Over a Decade While China’s BYD Rises,"{'id': None, 'name': 'Gizmodo.com'}",3,AAPL,2025-01-02,248.92999267578125,249.1000061035156,241.82000732421875,243.8500061035156,55740700,0.0,0.0,0.3
32,2025-01-27,Nvidia sheds $600 billion in market cap as Chinese AI startup DeepSeek spurs brutal rout of tech stocks,"{'id': None, 'name': 'Yahoo Entertainment'}",2,AAPL,2025-01-27,224.02000427246097,232.1499938964844,223.97999572753903,229.86000061035156,94863400,0.0,0.0,0.2
35,2025-01-22,"Samsung Galaxy S25 Ultra vs. OnePlus 13: A battle of big, powerful Android phones","{'id': None, 'name': 'Android Central'}",5,AAPL,2025-01-22,219.7899932861328,224.1199951171875,219.7899932861328,223.8300018310547,64126500,0.0,0.0,0.5
36,2025-01-07,"The late Charlie Munger made a contrarian bet at 99, doubling his money — and clashed with Elon Musk over taking risks","{'id': 'business-insider', 'name': 'Business Insider'}",6,AAPL,2025-01-07,242.97999572753903,245.5500030517578,241.3500061035156,242.2100067138672,40856000,0.0,0.0,0.6
37,2025-01-17,LVMH's Bernard Arnault ousts Larry Ellison as the world's 4th-richest person after gaining $15 billion in one day,"{'id': 'business-insider', 'name': 'Business Insider'}",7,AAPL,2025-01-17,232.1199951171875,232.2899932861328,228.47999572753903,229.97999572753903,68488300,0.0,0.0,0.7
38,2025-01-27,"DeepSeek unleashes ‘Janus Pro 7B’ vision model amidst AI stock bloodbath, igniting fresh fears of Chinese tech dominance","{'id': None, 'name': 'VentureBeat'}",3,AAPL,2025-01-27,224.02000427246097,232.1499938964844,223.97999572753903,229.86000061035156,94863400,0.0,0.0,0.3
39,2025-01-16,Peter Schiff Warns 'A Financial Tsunami' Will Crash US Markets As Japan's Yields Soar,"{'id': None, 'name': 'Yahoo Entertainment'}",2,AAPL,2025-01-16,237.3500061035156,238.0099945068359,228.02999877929688,228.2599945068359,71759100,0.0,0.0,0.2
40,2025-01-06,Nvidia stock jumps 4% before CEO Jensen Huang's CES keynote,"{'id': None, 'name': 'Yahoo Entertainment'}",8,AAPL,2025-01-06,244.30999755859375,247.3300018310547,243.1999969482422,245.0,45045600,0.0,0.0,0.8
41,2025-01-13,"Top 25 global banks post 27% increase in market cap in 2024, reveals GlobalData","{'id': None, 'name': 'Privatebankerinternational.com'}",9,AAPL,2025-01-13,233.52999877929688,234.6699981689453,229.72000122070312,234.3999938964844,49630700,0.0,0.0,0.9
42,2025-01-03,3 Dividend Stocks To Consider With Yields Up To 5.9%,"{'id': None, 'name': 'Yahoo Entertainment'}",7,AAPL,2025-01-03,243.36000061035156,244.17999267578125,241.88999938964844,243.36000061035156,40244100,0.0,0.0,0.7
44,2025-01-28,Investors more 'selective' after DeepSeek sparked tech sell-off,"{'id': None, 'name': 'Yahoo Entertainment'}",3,AAPL,2025-01-28,230.8500061035156,240.19000244140625,230.80999755859375,238.2599945068359,75707600,0.0,0.0,0.3
45,2025-01-02,"Elon Musk, Jeff Bezos, and 8 other tycoons got $500 billion richer in 2024 — and are now worth more than $2 trillion","{'id': 'business-insider', 'name': 'Business Insider'}",7,AAPL,2025-01-02,248.92999267578125,249.1000061035156,241.82000732421875,243.8500061035156,55740700,0.0,0.0,0.7
46,2025-01-27,DeepSeek Releases Open-Source AI Image Generator as American Stocks Continue to Crater,"{'id': None, 'name': 'Gizmodo.com'}",3,AAPL,2025-01-27,224.02000427246097,232.1499938964844,223.97999572753903,229.86000061035156,94863400,0.0,0.0,0.3
48,2025-01-06,Exxon Mobil Corporation's (NYSE:XOM) Fundamentals Look Pretty Strong: Could The Market Be Wrong About The Stock?,"{'id': None, 'name': 'Yahoo Entertainment'}",7,AAPL,2025-01-06,244.30999755859375,247.3300018310547,243.1999969482422,245.0,45045600,0.0,0.0,0.7
49,2025-01-28,"Who foresaw the DeepSeek-caused sell-off of Magnificent 7 stocks? Hedge funds, which have been cutting exposure for months","{'id': 'business-insider', 'name': 'Business Insider'}",3,AAPL,2025-01-28,230.8500061035156,240.19000244140625,230.80999755859375,238.2599945068359,75707600,0.0,0.0,0.3
50,2025-01-03,"Surgeon general warning, TikTok ban benefits: Asking for a Trend","{'id': None, 'name': 'Yahoo Entertainment'}",5,AAPL,2025-01-03,243.36000061035156,244.17999267578125,241.88999938964844,243.36000061035156,40244100,0.0,0.0,0.5
51,2025-01-28,"Investors worry DeepSeek reduces AI chip demand, but there's a case for remaining bullish on Nvidia","{'id': 'business-insider', 'name': 'Business Insider'}",5,AAPL,2025-01-28,230.8500061035156,240.19000244140625,230.80999755859375,238.2599945068359,75707600,0.0,0.0,0.5
52,2025-01-08,"Let's Be Honest, AI at CES 2025 Was All About Nvidia","{'id': None, 'name': 'CNET'}",5,AAPL,2025-01-08,241.9199981689453,243.7100067138672,240.0500030517578,242.6999969482422,37628900,0.0,0.0,0.5
53,2025-01-13,What do surging bond yields mean for your finances?,"{'id': 'abc-news', 'name': 'ABC News'}",5,AAPL,2025-01-13,233.52999877929688,234.6699981689453,229.72000122070312,234.3999938964844,49630700,0.0,0.0,0.5
54,2025-01-23,"Ford Plunges 27% in 6 Months: Buy, Sell or Hold the Stock?","{'id': None, 'name': 'Yahoo Entertainment'}",2,AAPL,2025-01-23,224.7400054931641,227.02999877929688,222.3000030517578,223.66000366210935,60234800,0.0,0.0,0.2
55,2025-01-27,DeepSeek's ultra-cost-effective AI plummets NVIDIA stock prices — wiping out $500 billion in market valuation,"{'id': None, 'name': 'Windows Central'}",1,AAPL,2025-01-27,224.02000427246097,232.1499938964844,223.97999572753903,229.86000061035156,94863400,0.0,0.0,0.1
56,2024-12-30,Cold weather forecasts for January spark a 24% surge in natural gas futures,"{'id': 'business-insider', 'name': 'Business Insider'}",8,AAPL,2024-12-30,252.22999572753903,253.5,250.75,252.1999969482422,35557500,0.0,0.0,0.8
58,2025-01-28,"DeepSeek is going to be the biggest topic in tech earnings this week, analysts say","{'id': 'business-insider', 'name': 'Business Insider'}",7,AAPL,2025-01-28,230.8500061035156,240.19000244140625,230.80999755859375,238.2599945068359,75707600,0.0,0.0,0.7
59,2024-12-31,Most Americans see economic difficulty ahead in 2025 but not Republicans,"{'id': 'business-insider', 'name': 'Business Insider'}",5,AAPL,2024-12-31,252.44000244140625,253.27999877929688,249.42999267578125,250.4199981689453,39480700,0.0,0.0,0.5
61,2024-12-31,MicroStrategy's Big Bet On Bitcoin Went Stratospheric,"{'id': None, 'name': 'Slashdot.org'}",8,AAPL,2024-12-31,252.44000244140625,253.27999877929688,249.42999267578125,250.4199981689453,39480700,0.0,0.0,0.8
62,2025-01-03,"Insiders At Las Vegas Sands Sold US$17m In Stock, Alluding To Potential Weakness","{'id': None, 'name': 'Yahoo Entertainment'}",2,AAPL,2025-01-03,243.36000061035156,244.17999267578125,241.88999938964844,243.36000061035156,40244100,0.0,0.0,0.2
63,2025-01-17,"Loud luxury and logo-mania need a big revival and quiet luxury needs to die if brands want to keep making money, BofA analysts say","{'id': 'business-insider', 'name': 'Business Insider'}",5,AAPL,2025-01-17,232.1199951171875,232.2899932861328,228.47999572753903,229.97999572753903,68488300,0.0,0.0,0.5
64,2025-01-29,Top White House advisor says DeepSeek may have used OpenAI's models for training,"{'id': 'business-insider', 'name': 'Business Insider'}",7,AAPL,2025-01-29,234.1199951171875,239.86000061035156,234.0099945068359,239.36000061035156,45375500,0.0,0.0,0.7
65,2025-01-06,Analysts embrace ServiceTitan’s market-share potential in parade of buy ratings,"{'id': None, 'name': 'MarketWatch'}",8,AAPL,2025-01-06,244.30999755859375,247.3300018310547,243.1999969482422,245.0,45045600,0.0,0.0,0.8
66,2025-01-10,Airbus had a way better 2024 than Boeing after delivering 766 commercial aircraft,"{'id': 'business-insider', 'name': 'Business Insider'}",8,AAPL,2025-01-10,240.0099945068359,240.16000366210935,233.0,236.8500061035156,61710900,0.0,0.0,0.8
67,2025-01-17,Intel Shares Surge 7.6% Amid Acquisition Rumors,"{'id': None, 'name': 'Yahoo Entertainment'}",8,AAPL,2025-01-17,232.1199951171875,232.2899932861328,228.47999572753903,229.97999572753903,68488300,0.0,0.0,0.8
68,2025-01-28,DeepSeek proves AI innovation isn’t ‘dictated’ by Silicon Valley,"{'id': 'the-next-web', 'name': 'The Next Web'}",7,AAPL,2025-01-28,230.8500061035156,240.19000244140625,230.80999755859375,238.2599945068359,75707600,0.0,0.0,0.7
69,2025-01-15,Dividend Investor Retired at 39 Living Off Dividend Income Shares His Top 4 Stocks – 'It's Absolutely Doable',"{'id': None, 'name': 'Yahoo Entertainment'}",7,AAPL,2025-01-15,234.63999938964844,238.9600067138672,234.42999267578125,237.8699951171875,39832000,0.0,0.0,0.7
70,2025-01-13,Why Tech Stocks Are Dropping Monday,"{'id': None, 'name': 'Investopedia'}",2,AAPL,2025-01-13,233.52999877929688,234.6699981689453,229.72000122070312,234.3999938964844,49630700,0.0,0.0,0.2
71,2025-01-28,"If You Invested $10,000 In Johnson & Johnson Stock 10 Years Ago, How Much Would You Have Now?","{'id': None, 'name': 'Yahoo Entertainment'}",5,AAPL,2025-01-28,230.8500061035156,240.19000244140625,230.80999755859375,238.2599945068359,75707600,0.0,0.0,0.5
72,2024-12-30,3 Reliable Dividend Stocks Offering Up To 9.5% Yield,"{'id': None, 'name': 'Yahoo Entertainment'}",8,AAPL,2024-12-30,252.22999572753903,253.5,250.75,252.1999969482422,35557500,0.0,0.0,0.8
73,2025-01-17,"This strategist nailed when the Trump bump would end, to the day. Now he says stocks can fall as much as 40%.","{'id': None, 'name': 'MarketWatch'}",2,AAPL,2025-01-17,232.1199951171875,232.2899932861328,228.47999572753903,229.97999572753903,68488300,0.0,0.0,0.2
74,2025-01-07,Save $80 on Premium Bowers & Wilkins Pi8 Wireless Earbuds in 4 Stunning Colors,"{'id': None, 'name': 'CNET'}",5,AAPL,2025-01-07,242.97999572753903,245.5500030517578,241.3500061035156,242.2100067138672,40856000,0.0,0.0,0.5
75,2025-01-10,"How Fubo won big in its fight against giants Disney, Fox, and Warner Bros. Discovery","{'id': 'business-insider', 'name': 'Business Insider'}",5,AAPL,2025-01-10,240.0099945068359,240.16000366210935,233.0,236.8500061035156,61710900,0.0,0.0,0.5
76,2025-01-03,"Tesla could see 40% of its profits evaporate when Trump takes office, JPMorgan warns","{'id': 'business-insider', 'name': 'Business Insider'}",2,AAPL,2025-01-03,243.36000061035156,244.17999267578125,241.88999938964844,243.36000061035156,40244100,0.0,0.0,0.2
77,2025-01-08,It's Wall Street bonus season: Here's when the biggest banks are expected to tell employees how much they made,"{'id': 'business-insider', 'name': 'Business Insider'}",7,AAPL,2025-01-08,241.9199981689453,243.7100067138672,240.0500030517578,242.6999969482422,37628900,0.0,0.0,0.7
78,2025-01-28,Is Public Storage (PSA) the Best REIT Stock to Buy Now?,"{'id': None, 'name': 'Yahoo Entertainment'}",5,AAPL,2025-01-28,230.8500061035156,240.19000244140625,230.80999755859375,238.2599945068359,75707600,0.0,0.0,0.5
79,2024-12-30,Ad industry insiders break down the M&A deals they think could shake up the industry in 2025,"{'id': 'business-insider', 'name': 'Business Insider'}",6,AAPL,2024-12-30,252.22999572753903,253.5,250.75,252.1999969482422,35557500,0.0,0.0,0.6
80,2025-01-27,Nvidia Stock Price Colossally Crashes After New DeepSeek AI Model Emerges,"{'id': None, 'name': 'GameSpot'}",2,AAPL,2025-01-27,224.02000427246097,232.1499938964844,223.97999572753903,229.86000061035156,94863400,0.0,0.0,0.2
82,2025-01-07,Mark Zuckerberg and Jensen Huang jointly became $28 billion richer in 3 days as AI buzz reignites,"{'id': 'business-insider', 'name': 'Business Insider'}",5,AAPL,2025-01-07,242.97999572753903,245.5500030517578,241.3500061035156,242.2100067138672,40856000,0.0,0.0,0.5
83,2025-01-13,How devastating will the LA wildfires be? Place your bets.,"{'id': 'business-insider', 'name': 'Business Insider'}",2,AAPL,2025-01-13,233.52999877929688,234.6699981689453,229.72000122070312,234.3999938964844,49630700,0.0,0.0,0.2
84,2025-01-29,"Merck & Co., Inc. (MRK): Is This Healthcare Stock A Good Buy?","{'id': None, 'name': 'Yahoo Entertainment'}",5,AAPL,2025-01-29,234.1199951171875,239.86000061035156,234.0099945068359,239.36000061035156,45375500,0.0,0.0,0.5
85,2025-01-24,3 Dividend Stocks To Enhance Your Portfolio,"{'id': None, 'name': 'Yahoo Entertainment'}",7,AAPL,2025-01-24,224.77999877929688,225.6300048828125,221.41000366210935,222.77999877929688,54697900,0.0,0.0,0.7
86,2025-01-28,DeepSeek already had a $1 trillion impact — and it's just getting started,"{'id': None, 'name': 'Android Central'}",9,AAPL,2025-01-28,230.8500061035156,240.19000244140625,230.80999755859375,238.2599945068359,75707600,0.0,0.0,0.9
87,2024-12-30,5 ways the Trump administration could change Wall Street in 2025,"{'id': 'business-insider', 'name': 'Business Insider'}",5,AAPL,2024-12-30,252.22999572753903,253.5,250.75,252.1999969482422,35557500,0.0,0.0,0.5
88,2025-01-14,The Trump stock market rally is fading fast,"{'id': None, 'name': 'Quartz India'}",3,AAPL,2025-01-14,234.75,236.1199951171875,232.47000122070312,233.27999877929688,39435300,0.0,0.0,0.3
89,2024-12-31,2025 stock market predictions from the big banks,"{'id': None, 'name': 'Quartz India'}",5,AAPL,2024-12-31,252.44000244140625,253.27999877929688,249.42999267578125,250.4199981689453,39480700,0.0,0.0,0.5
93,2024-12-30,"Jim Cramer on Tesla, Inc (TSLA): ‘Shares Of Tesla Are Down About 13% Year To Date’","{'id': None, 'name': 'Yahoo Entertainment'}",2,AAPL,2024-12-30,252.22999572753903,253.5,250.75,252.1999969482422,35557500,0.0,0.0,0.2
95,2025-01-27,"Nvidia, Microsoft shares tumble amid rise of China-based AI DeepSeek","{'id': 'abc-news', 'name': 'ABC News'}",5,AAPL,2025-01-27,224.02000427246097,232.1499938964844,223.97999572753903,229.86000061035156,94863400,0.0,0.0,0.5
96,2024-12-31,PharmaResearch And 2 Other Stocks That Could Be Trading Below Estimated Value,"{'id': None, 'name': 'Yahoo Entertainment'}",7,AAPL,2024-12-31,252.44000244140625,253.27999877929688,249.42999267578125,250.4199981689453,39480700,0.0,0.0,0.7
98,2025-01-06,"Rupee hits record low as Indian equities slide, bearish tilt persists","{'id': None, 'name': 'Yahoo Entertainment'}",2,AAPL,2025-01-06,244.30999755859375,247.3300018310547,243.1999969482422,245.0,45045600,0.0,0.0,0.2
